"number","created_by","created_at","state","commits","merged_by","merged_at"
"1494","mrocklin","2016-08-21 19:30:34","closed","2","mrocklin","2016-08-22 16:36:32"
"1492","nirizr","2016-08-20 02:07:21","closed","2","",""
"1491","mrocklin","2016-08-19 18:17:53","closed","1","mrocklin","2016-08-20 11:24:28"
"1490","mrocklin","2016-08-19 17:51:51","closed","1","mrocklin","2016-08-20 11:24:35"
"1487","mrocklin","2016-08-19 14:14:20","closed","4","mrocklin","2016-08-23 01:50:34"
"1484","jcrist","2016-08-18 23:37:47","closed","1","jcrist","2016-08-19 02:05:57"
"1483","jcrist","2016-08-18 22:37:36","closed","2","jcrist","2016-08-19 20:01:00"
"1478","jcrist","2016-08-17 18:17:24","closed","1","mrocklin","2016-08-18 12:13:25"
"1477","btel","2016-08-17 12:54:35","closed","1","mrocklin","2016-08-17 12:56:57"
"1475","jcrist","2016-08-16 21:51:48","closed","1","jcrist","2016-08-17 16:49:34"
"1474","jcrist","2016-08-16 18:21:27","closed","1","jcrist","2016-08-16 18:45:55"
"1473","mrocklin","2016-08-16 17:19:09","closed","2","mrocklin","2016-08-17 11:20:24"
"1472","jcrist","2016-08-16 00:57:57","closed","4","jcrist","2016-08-16 14:38:24"
"1470","mrocklin","2016-08-14 14:37:41","closed","5","mrocklin","2016-08-16 02:05:49"
"1469","shoyer","2016-08-14 08:49:57","closed","2","shoyer","2016-08-17 18:38:09"
"1467","linwoodc3","2016-08-13 14:17:35","closed","1","mrocklin","2016-08-18 12:05:05"
"1466","jcrist","2016-08-12 23:12:24","closed","1","jcrist","2016-08-15 15:25:39"
"1465","jcrist","2016-08-11 23:11:32","closed","1","jcrist","2016-08-11 23:34:50"
"1464","jcrist","2016-08-11 23:04:34","closed","2","jcrist","2016-08-12 14:11:23"
"1462","jcrist","2016-08-10 18:39:02","closed","1","mrocklin","2016-08-10 19:39:15"
"1461","jcrist","2016-08-10 17:42:07","closed","1","mrocklin","2016-08-10 18:02:32"
"1460","mrocklin","2016-08-10 15:41:38","closed","2","",""
"1459","mrocklin","2016-08-10 15:41:16","closed","1","mrocklin","2016-08-10 23:45:09"
"1458","mrocklin","2016-08-10 12:41:50","closed","5","mrocklin","2016-08-10 23:20:49"
"1457","jcrist","2016-08-10 05:12:19","closed","2","mrocklin","2016-08-10 16:39:33"
