"number","created_by","created_at","state","commits","merged_by","merged_at"
"1603","twolfson","2015-11-02 00:58:21","open","1","",""
"1598","inirudebwoy","2015-10-29 11:24:55","closed","2","",""
"1596","LennartP","2015-10-27 11:17:44","closed","0","",""
"1595","dkoleary88","2015-10-24 14:17:57","closed","1","",""
"1594","timofurrer","2015-10-24 07:15:03","closed","1","mitsuhiko","2015-10-30 16:35:06"
"1593","timofurrer","2015-10-24 05:06:41","closed","1","davidism","2015-10-30 18:10:08"
"1592","hidavy","2015-10-23 08:20:16","closed","1","davidism","2015-10-31 02:20:40"
"1589","mattrobenolt","2015-10-21 19:40:26","closed","2","",""
"1588","Akasurde","2015-10-20 09:13:16","closed","4","kennethreitz","2016-01-27 01:40:26"
"1585","Akasurde","2015-10-19 11:35:17","closed","1","",""
"1584","Akasurde","2015-10-19 08:42:59","closed","1","",""
"1581","nadavge","2015-10-14 21:02:54","closed","1","davidism","2016-01-26 07:25:52"
"1577","sprin","2015-10-05 01:55:08","closed","1","jeffwidman","2016-04-04 18:22:34"
"1573","SilverWingedSeraph","2015-09-28 13:00:10","closed","3","jeffwidman","2016-06-15 06:55:47"
"1568","rawrgulmuffins","2015-09-14 03:10:59","open","1","",""
"1567","vivekanand1101","2015-09-11 21:23:35","closed","4","",""
"1566","cashaddy","2015-09-07 12:29:02","closed","0","",""
"1565","msiyaj","2015-08-27 04:33:32","closed","1","davidism","2015-10-31 02:20:27"
"1560","jab","2015-08-23 14:30:27","open","1","",""
"1558","JonasGroeger","2015-08-21 23:10:11","closed","0","mitsuhiko","2015-11-12 12:08:56"
"1557","homeworkprod","2015-08-19 21:42:12","closed","2","",""
"1549","clementallen","2015-08-04 16:06:34","closed","0","",""
"1542","bartigor","2015-07-30 14:34:08","closed","0","",""
"1539","mjhennig","2015-07-22 23:34:06","closed","0","untitaker","2015-07-27 17:25:27"
"1538","WeirdCarrotMonster","2015-07-22 12:27:38","open","0","",""
"1537","alanhamlett","2015-07-17 22:42:27","closed","5","",""
"1536","mbr","2015-07-17 11:23:42","closed","1","",""
"1535","lobeck","2015-07-16 10:17:42","closed","1","untitaker","2015-07-16 10:20:33"
"1534","lobeck","2015-07-16 00:46:29","closed","1","untitaker","2015-07-16 09:49:09"
"1533","lobeck","2015-07-14 23:23:05","closed","1","",""
"1532","WayneYe","2015-07-14 19:37:28","closed","1","untitaker","2015-07-14 20:44:51"
"1530","Aayush-Kasurde","2015-07-12 15:40:22","closed","1","untitaker","2015-07-12 16:49:55"
"1522","yecllsl","2015-06-30 08:16:48","closed","1","",""
"1520","zevaverbach","2015-06-26 12:42:02","closed","1","untitaker","2015-07-21 11:41:44"
"1519","zevaverbach","2015-06-26 12:33:10","closed","1","",""
"1515","alanhamlett","2015-06-24 05:19:16","closed","2","",""
"1514","killerbat00","2015-06-24 03:04:20","closed","0","",""
"1510","ThiefMaster","2015-06-20 16:10:20","closed","1","untitaker","2015-06-21 17:37:34"
"1509","ThiefMaster","2015-06-20 15:53:40","closed","1","untitaker","2015-06-30 19:33:04"
"1502","untitaker","2015-06-17 11:01:56","closed","1","untitaker","2015-06-17 11:17:12"
"1501","reduxionist","2015-06-17 09:33:56","closed","0","",""
"1499","menghan","2015-06-13 15:19:37","closed","1","untitaker","2015-06-13 15:55:12"
"1496","Hardtack","2015-06-12 04:41:15","closed","0","untitaker","2015-06-13 11:50:50"
"1495","AlexKhodaverdian","2015-06-11 05:28:49","closed","1","",""
"1493","jmagnusson","2015-06-10 11:50:17","closed","2","",""
"1491","nvie","2015-06-10 08:58:57","closed","1","untitaker","2015-06-10 09:45:37"
"1489","jrmccarthy","2015-06-08 21:35:27","open","5","",""
"1487","ZhangBohan","2015-06-08 13:05:02","closed","1","",""
"1486","igncp","2015-06-07 16:14:19","closed","0","",""
"1484","untitaker","2015-06-06 04:00:26","closed","4","untitaker","2016-04-02 19:06:30"
